tweet_no	tweet_id
1	1241025578527903750
2	1240467080954228737
3	1240716889162018816
4	1241062514886090754
5	1241447017945223169
6	1241637320325029889
7	1241519420628963330
8	1242137430322446344
9	1240717039377022977
10	1240334979701395458
11	1241161304771039233
12	1240676575168921600
13	1242125087886761987
14	1240768501452697600
15	1241447267502116864
16	1241337295606657033
17	1241429041011478529
18	1242414259407130624
19	1241973404992802818
20	1241057919128526856
21	1240633773965918210
22	1241254183979765761
23	1241465915486670848
24	1241009089091600392
25	1241466219791822849
26	1241871812591419392
27	1241696164782669824
28	1241287878354677760
29	1240335912329977858
30	1241902001539203073
31	1242302400762908685
32	1242476408896507910
33	1240781688818589697
34	1241528549183385601
35	1241247329572683776
36	1241403715036291072
37	1240987594080559105
38	1240666954958069768
39	1241359584784044033
40	1240620727306510342
41	1240780691362570240
42	1241054976270614535
43	1240847006907711490
44	1241699484469526531
45	1242087413868003333
46	1240789646893821953
47	1242131768662282243
48	1241225019952263170
49	1240805124143906816
50	1241745355957514241
51	1240852412203589632
52	1241952866404687872
53	1240683123362406410
54	1240831248861474816
55	1240714976060248064
56	1240618235499819008
57	1240630649192677378
58	1241439824239906817
59	1241986189437087744
60	1241385872001384449
61	1240690021759238144
62	1241050910085840903
63	1242136816469389316
64	1242187597952069635
65	1240797127539920896
66	1240340480342310915
67	1241135631406977031
68	1242255630938845184
69	1241090332676194310
70	1242114805588267008
71	1240743583860195328
72	1240859409397547010
73	1240722087381262337
74	1240729932948439045
75	1242493913337913345
76	1241720506153201665
77	1241512518721376257
78	1240328267472740352
79	1240353157693177858
80	1241951568855019521
81	1240709511226077186
82	1241052280452833281
83	1241836135195828225
84	1240906846933790720
85	1240858151211028480
86	1242540756209774592
87	1242458760364175360
88	1240647292543262721
89	1240596164178657280
90	1242228808264155138
91	1241924168263897089
92	1241019106771558401
93	1241566743815913472
94	1242195174257819651
95	1242282560106958854
96	1241904709583155206
97	1242414406203371520
98	1240681203449114630
99	1241052755793412096
100	1241789646037602307
101	1240810734315024386
102	1241125126340595712
103	1241119424729559041
104	1241421603575119874
105	1241184976974077953
106	1241111496039546882
107	1242428305359462400
108	1242223348236550147
109	1241923572144074754
110	1242061429789909001
111	1240683310717661184
112	1240736835732717571
113	1241497054817509376
114	1241898619965509637
115	1242212614610051075
116	1241782106646249474
117	1242292061925076997
118	1240808335349342208
119	1241770683090206721
120	1240453761434148864
121	1241935299833253891
122	1242115593383247873
123	1241842361472294915
124	1241962722008465408
125	1242143473710448640
126	1241356310555361280
127	1238869710046777344
128	1241134916441722882
129	1242397688961753088
130	1240810239101935616
131	1242393469001150466
132	1241117279556902914
133	1241930121570742272
134	1242443595673522177
135	1242626001479372806
136	1240942776629354496
137	1241616962045636608
138	1241899861403983880
139	1242550032940830724
140	1241253205406822400
141	1241836819362299906
142	1241914726109663233
143	1242505023600447491
144	1242115861114163201
145	1241774256511385602
146	1241272447187419137
147	1242322693086760960
148	1242320472718692352
149	1241313848939986947
150	1241114836433584130
151	1241370210575069184
152	1242373497948491776
153	1241949968174387200
154	1240681625756880897
155	1241649820273709056
156	1241683913535148032
157	1242514092339925000
158	1241665385302306816
159	1242107392713584642
160	1241340364830707712
161	1241365063598030849
162	1242226084504129537
163	1240963320322162688
164	1241587305644724225
165	1241156711823572992
166	1241042191004336136
167	1241075579601985536
168	1242001719996739584
169	1241109446111174657
170	1241388679722979328
171	1242492018275889152
172	1241120640981250048
173	1242419733854588930
174	1240830754646523905
175	1242182466892435461
176	1241908426327941120
177	1242476319608201216
178	1241631591647997952
179	1242234440996335627
180	1241619416594255872
181	1241617169223274499
182	1241143349047853056
183	1242566871964102657
184	1242349466239127553
185	1241608444966137856
186	1241617994276409344
187	1242329847655026689
188	1241385282093580290
189	1241142266586173446
190	1235714275752267776
191	1235256530728972290
192	1235648554338791427
193	1235674258858061825
194	1235663306246860800
195	1235436227140055040
196	1235602629247537154
197	1235566351093137408
198	1235620307534258176
199	1235758466784014337
200	1235956474955718656
201	1235725137468514305
202	1235953995161595904
203	1235418456641531906
204	1235685422598062082
205	1235812754495172608
206	1235636443369873415
207	1235786467420581888
208	1235287380292235264
209	1235950178789724168
210	1235713244649713665
211	1235589440870981632
212	1236020820947931136
213	1235777621604134914
214	1235788666737291264
215	1235909436033699847
216	1235402290997141505
217	1235913020469108737
218	1235248869463732224
219	1236029221706895360
220	1235631509983412224
221	1235635838052175878
222	1235740278901723136
223	1235760705741127683
224	1235953286961913857
225	1236059089630908419
226	1235963807584915457
227	1235760802851778560
228	1235719492493172737
229	1235795983503630336
230	1235927534308556802
231	1235723999897882624
232	1235618874621558791
233	1236069356032802817
234	1235743728247037952
235	1235281112684843009
236	1235791843926761475
237	1234747040669716482
238	1235714090057830402
239	1235669879027576833
240	1235506614272241664
241	1236048815754326016
242	1235347146850914306
243	1234245348572487682
244	1235754913264779270
245	1235811829751799810
246	1235785921318072320
247	1235617743161815041
248	1235941267047174150
249	1235801885354758144
250	1236060750210387970
251	1235350438658134019
252	1235882155357728771
253	1236071277955252226
254	1235966384053485568
255	1235586819795947521
256	1235521471587299329
257	1235703439688175618
258	1235585206431580162
259	1235912217943355392
260	1235735428872974340
261	1235751746107879424
262	1235661301835235328
263	1235778760932196357
264	1235407182168023040
265	1235676894026231812
266	1234756199335133184
267	1235717251753369600
268	1235949880952094720
269	1235714445747179520
270	1235714668833828864
271	1235545254347984897
272	1235911492932956160
273	1235788042889318400
274	1235840256831709184
275	1235829825706680322
276	1235964038242340866
277	1235582989511213056
278	1235586291200389120
279	1235687344751034369
280	1236034841860136960
281	1235973434095669254
282	1236036720656650240
283	1235921373991546882
284	1235938655249870848
285	1235936415516700675
286	1235563421459976193
287	1235908760620748800
288	1235902012375674881
289	1235817262847635457
290	1234964653014384644
291	1234869939720216578
292	1234873136304267267
293	1235071285027147776
294	1234911110861594624
295	1234685467682979840
296	1235024875279933440
297	1235083359501430789
298	1235219248903073800
299	1234979421464879105
300	1235185048078278657
301	1234916336393969667
302	1234616723615166465
303	1235351764737675264
304	1235149229179404289
305	1234650511636410368
306	1234634259912155137
307	1234831345777627138
308	1235210250812305408
309	1235239113298759680
310	1235265562990637056
311	1234835892159877121
312	1235037111239077889
313	1235001112735944705
314	1234778537615212544
315	1235197302333149185
316	1235166676309676032
317	1235172654778167296
318	1235409660104015873
319	1234933752498921473
320	1235216569539551232
321	1235234176414162944
322	1234966189668995078
323	1235278295211618304
324	1235043647038443523
325	1234830346182709249
326	1234887886354382849
327	1234872254883909642
328	1235029940208205825
329	1234980702103334914
330	1237362407506313216
331	1237017804961804290
332	1237503474159452161
333	1237448230381801475
334	1236675730496339969
335	1237057600925175808
336	1237029555015213056
337	1237612187570470912
338	1237109798971355137
339	1222318351357054976
340	1236967717535731712
341	1237165569457225728
342	1237275231783284736
343	1237513303720521728
344	1236473220783636481
345	1237227416042364933
346	1236837019336269826
347	1237419307782393857
348	1235951676294606848
349	1236101614181720069
350	1237453703466156034
351	1237399797734223873
352	1237492257458204673
353	1236100103917756416
354	1236790504249057280
355	1237249222442807296
356	1236615342736076801
357	1236739714897473536
358	1236937893798707201
359	1236269496878366726
360	1236839326916341760
361	1221825190847483907
362	1236095399691083776
363	1237107071947948032
364	1236906182796644353
365	1236718775099064320
366	1237503494325559296
367	1237514979881844737
368	1237580045553524736
369	1236253902242226176
370	1236505833673879552
371	1237219150931599362
372	1236064273186672640
373	1236535783605121026
374	1236887326753574912
375	1237156303304302592
376	1236766822684405766
377	1237478365638074374
378	1237107445685772289
379	1236666314212556800
380	1236840007480020992
381	1237349518359724032
382	1236951328783388672
383	1236754358886371328
384	1237440523327045632
385	1236576408471822336
386	1237107865325834246
387	1237238011642793984
388	1236709853126627337
389	1236448518585319424
390	1237391701775249408
391	1237430016478191619
392	1236694056433926146
393	1237497416862986241
394	1236678669768093701
395	1237310167814791168
396	1237460460749766657
397	1237068715314892802
398	1237395939171561472
399	1237404677307760640
400	1236932313642143745
401	1236289649737371648
402	1237501242567544835
403	1237029903112888321
404	1237270988334592001
405	1237477595916251137
406	1236936132715143168
407	1237138362261258244
408	1236601634454528000
409	1237204103970689026
410	1237015260571168768
411	1236848918849294336
412	1237034836893650945
413	1237503272555909120
414	1236181131147522049
415	1236751849769676801
416	1236817440606056448
417	1237283622589206530
418	1236490588276523008
419	1237611886905937920
420	1236833678380027904
421	1236766442571337729
422	1236973525866602496
423	1236321657096032256
424	1237585675571974145
425	1237070550679379968
426	1237235176452706304
427	1237412870192640005
428	1237219650456489984
429	1237305169932472320
430	1237137755651616770
431	1237122234675859456
432	1237361576480473088
433	1237130970396078084
434	1237543674675728386
435	1237010126881447936
436	1237040928092639232
437	1237608143519014913
438	1237024126889385986
439	1236759873884479490
440	1237015945186398208
441	1237124933211348992
442	1237330231293288449
443	1237460074123190273
444	1236386465086615557
445	1237047503029178370
446	1237263600584216577
447	1236509612142145536
448	1237326787111239681
449	1237373539176628225
450	1237562584477265920
451	1237077247636496385
505	1359350943356174337
506	1357351156826083328
507	1368273275181207552
508	1367961367882444800
509	1368830691300020225
510	1350165688061669378
511	1352675409503154177
512	1368120815644942337
513	1369749539154919425
514	1356999451164950529
515	1350164995686936578
516	1348591411407499272
517	1370421107929591810
518	1370008076489789440
519	1367726730044207104
520	1365684673205084166
521	1351900732333596675
522	1369888483414712322
523	1370003879455297540
524	1358837896246145024
525	1354166371526041603
526	1368581656349732864
527	1367771405647933444
528	1357381185505288200
529	1354514544375291904
530	1367232803071422464
531	1366041572622630915
532	1368585187500691461
533	1370162576575848449
534	1367441864152989700
535	1369451580437717001
536	1353015754925297670
537	1368249497734713346
538	1363856902925545480
539	1354211785293746177
540	1367921612780081155
541	1355801491190280192
542	1359553863590678533
543	1367296762793381890
544	1364942766166409220
545	1366637116097060867
546	1365324501475594243
547	1369893558786875397
548	1369469803795124225
549	1366814345443872769
550	1370526209776496648
551	1369771518239072260
552	1346189828413665285
553	1369198771330904070
554	1369369392052637696
555	1358119265774280709
556	1369393835210575882
557	1368651599967555586
558	1367859250316378121
559	1350907284575043584
560	1369770494703116296
561	1370453239309680640
562	1367517694279393282
563	1367555102291148801
564	1365752431489912833
565	1361131020570030082
566	1361494658153476096
567	1365385808316944386
568	1367549774182907910
569	1367295604703993856
570	1368254297704595456
571	1367097428785000451
572	1353900220363505665
573	1367265365517041672
574	1367586954502492161
575	1366074035348467712
576	1364402806992568320
577	1370112440646647812
578	1360255266672021504
579	1348623461799833600
580	1364973838233194497
581	1368688703074308097
582	1369998582435229696
583	1366854472497045505
584	1367201792002576385
585	1370569956811739137
586	1366015292757966854
587	1370174548411305990
588	1363024347066208256
589	1370487263558316036
590	1365057186334994443
591	1369375694451531781
592	1369512362873589760
593	1370003882236084231
594	1369730776321974275
595	1362858243735879680
596	1364671748977946631
597	1367808327720329218
598	1370191018243465219
599	1364009621988384793
600	1365011945108176901
601	1369788331232493573
602	1369591200093732864
603	1368007420929216514
604	1367254708713369600
605	1356605799766745090
606	1369877253849411584
607	1369988744728616965
608	1352028219063603202
609	1368110912629051394
610	1347584801310728192
611	1368016265386762244
612	1362466832146440197
613	1367493551291064321
614	1370046383458246659
615	1353016312520450054
616	1371118941460963331
617	1370195757706403840
618	1370223893714243584
619	1368703552546308099
620	1368561780142792705
621	1366780368318312449
622	1363510191464054785
623	1367544768637497344
624	1368710661677723649
625	1367820629886504961
626	1366247263832477701
627	1369404118759055364
628	1369032423695081476
629	1367717174236839937
630	1368852057520758789
631	1367068498451697666
632	1367542118093361156
633	1353116572924203008
634	1361400300070920196
635	1367932025991090177
636	1367511995746897921
637	1370092407920979975
638	1369616282757251075
639	1369418759417499659
640	1369629278053269507
641	1368236350948970499
642	1369002969795067908
643	1354947562617380873
644	1370097091733823490
645	1369993914216632325
646	1370000134814261252
647	1370067857233481729
648	1349655454511726594
649	1369397833032478720
650	1366179764017504260
651	1370628163026309124
652	1361859919708901383
653	1367204641298132996
654	1367882615496335362
655	1363964279997743108
656	1363354245576220672
657	1369332168116350978
658	1370050585924354053
659	1368992496798273541
660	1369942417722445832
661	1368885882707578885
662	1370017732159299585
663	1369550658223882243
664	1368474007578742786
665	1369517118970982400
666	1370035323242225665
667	1367168699464040451
668	1366958948641832963
669	1367170117226881030
670	1367813077949964288
671	1355178617790230529
672	1370105729240207373
673	1367571443014389764
674	1367450233702121477
675	1352627405400264709
676	1366864490424369162
677	1368825655627046912
678	1351195726710095872
679	1370098291627585537
680	1366472330025828355
681	1367611051618033665
682	1370624542285074433
683	1369434162889900037
684	1368105316315918336
685	1366473416115683339
686	1359935048900702209
687	1369573711620284416
688	1366780587734827012
689	1357833978363998213
690	1368144894305263617
691	1367821412384317448
692	1366077985682583562
693	1370071438980448260
694	1364963079772061700
695	1368533364362252288
696	1370181780284698624
697	1367183008537567232
698	1370499629641515011
699	1368072135546114049
700	1369357567932137480
701	1368365505065738247
702	1366953572005462023
703	1371084197637545988
704	1370277887488720900
705	1369992062364491777
706	1367881765516414979
707	1371031264061456387
708	1368679071455059969
709	1364202271588909059
710	1370061930463952896
